words,labels,entities,term_list
"['Augmenter', 'le', 'taux', 'de', 'pénétration', 'des', 'unités', 'de', 'production', 'décentralisées', 'sera', 'donc', 'possible', 'si', 'ce', 'type', 'de', 'source', ':', '-', 'participe', 'à', 'la', 'gestion', 'du', 'réseau', '(', 'services', 'système', ',', 'dispatchabilité', ')', ';', '-', 'présente', 'une', 'disponibilité', 'accrue', 'et', 'fiabilisée', 'malgré', ""l'"", 'imprévisibilité', 'de', 'la', 'source', 'primaire', ""d'"", 'énergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O']","{('Term', 27, 28), ('Term', 25, 25), ('Term', 48, 48), ('Term', 45, 46)}","['services système', 'réseau', 'énergie', 'source primaire']"
"['Il', 'est', 'actuellement', 'envisageable', ""d'"", 'atteindre', 'ces', 'objectifs', ':', '-', 'en', 'développant', 'de', 'nouvelles', 'stratégies', 'de', 'commande', 'et', 'de', 'supervision', 'des', 'éoliennes', 'à', 'vitesse', 'variable', ';', '-', 'en', 'développant', 'le', 'stockage', ""d'"", 'énergie', 'à', 'court', 'et', 'à', 'long', 'terme', ';', '-', 'en', 'développant', 'les', 'systèmes', 'multisources', 'avec', 'une', 'gestion', 'intégrée', 'et', 'optimisée', 'de', ""l'"", 'énergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 21, 24), ('Term', 54, 54), ('Term', 30, 32), ('Term', 44, 45)}","['éoliennes à vitesse variable', 'énergie', ""stockage d' énergie"", 'systèmes multisources']"
"['Selon', ""l'"", 'EWEA', '(', 'European', 'Wind', 'Energy', 'Association', ')', 'le', 'parc', 'éolien', 'en', 'Europe', 'pourrait', 'atteindre', 'une', 'puissance', 'installée', 'de', '180', '000', 'MW', 'en', '2020', ',', 'soit', 'plus', 'de', 'trois', 'fois', 'la', 'puissance', 'installée', 'en', '2007', 'qui', 'était', 'de', '57', '000', 'MW', '.']","['O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 2, 2), ('Term', 4, 7), ('Term', 22, 22), ('Term', 13, 13), ('Term', 41, 41), ('Term', 17, 18), ('Term', 32, 33), ('Term', 10, 11)}","['EWEA', 'European Wind Energy Association', 'MW', 'Europe', 'MW', 'puissance installée', 'puissance installée', 'parc éolien']"
"['Pour', 'satisfaire', 'aux', 'objectifs', 'de', 'développement', 'des', 'énergies', 'renouvelables', 'de', ""l'"", 'Union', 'Européenne', ',', 'la', 'puissance', 'éolienne', 'installée', 'en', 'France', 'en', '2020', 'devrait', 'atteindre', '25', '000', 'MW', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 7, 8), ('Term', 19, 19), ('Term', 15, 16), ('Term', 11, 12)}","['MW', 'énergies renouvelables', 'France', 'puissance éolienne', 'Union Européenne']"
"[""L'"", 'impact', 'de', ""l'"", 'éolien', 'sur', 'le', 'réseau', 'de', 'transport', 'est', 'cependant', 'à', 'considérer', 'à', 'une', 'échelle', 'européenne', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 9), ('Term', 4, 4)}","['réseau de transport', 'éolien']"
"[""D'"", 'après', ""l'"", 'UCTE', '(', 'Union', 'for', 'the', 'Co-ordination', 'of', 'the', 'Transmission', 'of', 'Electricity', ')', '[', 'UCT', '00', ']', ',', 'la', 'concentration', ""d'"", 'énergie', 'éolienne', 'dans', 'le', 'nord', 'de', ""l'"", 'Allemagne', 'produit', 'déjà', ""d'"", 'importants', 'flux', 'discontinus', 'de', 'puissance', 'sur', 'les', 'réseaux', 'de', 'transport', 'voisins', ',', 'du', 'Benelux', 'et', ""d'"", 'Europe', 'Centrale', '.']","['O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 50, 50), ('Term', 23, 24), ('Term', 38, 38), ('Term', 3, 3), ('Term', 47, 47), ('Term', 5, 13), ('Term', 30, 30), ('Term', 41, 43)}","['Europe', 'énergie éolienne', 'puissance', 'UCTE', 'Benelux', 'Union for the Co-ordination of the Transmission of Electricity', 'Allemagne', 'réseaux de transport']"
"['Dans', 'le', 'futur', ',', 'le', '9']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['réseau', 'de', 'transport', 'français', 'risque', 'de', 'ne', 'pas', 'être', 'épargné', 'par', 'ce', 'phénomène', ':', 'en', 'effet', ""d'"", 'ici', '2010', ',', '25', '000', 'MW', 'de', 'puissance', 'éolienne', 'pourrait', 'être', 'installée', 'en', 'Allemagne', 'et', 'plus', 'de', '20', '000', 'MW', 'en', 'Espagne', ',', ""s'"", 'ajoutant', 'aux', '5300', 'MW', 'qui', 'seraient', 'installés', 'en', 'France', '[', 'PUR', '08', ']', '.']","['BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 22, 22), ('Term', 38, 38), ('Term', 0, 2), ('Term', 49, 49), ('Term', 24, 25), ('Term', 30, 30), ('Term', 44, 44), ('Term', 36, 36)}","['MW', 'Espagne', 'réseau de transport', 'France', 'puissance éolienne', 'Allemagne', 'MW', 'MW']"
"['La', 'gestion', 'des', 'réseaux', 'électriques', 'recouvre', 'des', 'problématiques', 'avec', 'différentes', 'échelles', 'de', 'temps', ',', 'le', 'dimensionnement', 'et', ""l'"", 'investissement', '[', 'année', ']', '.']","['O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['réseaux électriques']
"['La', 'supervision', 'sur', 'le', 'long', 'terme', 'qui', 'a', 'pour', 'objectif', 'de', 'déterminer', 'le', 'plan', 'de', 'production', 'pour', 'maximiser', 'les', 'profits', '[', 'journée', ']', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['La', 'supervision', 'sur', 'le', 'moyen', 'terme', 'qui', 'a', 'pour', 'objectif', 'la', 'détermination', 'des', 'puissances', 'de', 'référence', 'des', 'sources', 'pour', 'maximiser', 'les', 'profits', '[', '1', '/', '2', 'heure', ',', '1', 'heure', ']', 'et', 'enfin', 'la', 'supervision', 'en', 'temps', 'réel', 'qui', 'a', 'pour', 'objectif', 'de', 'fournir', 'la', 'puissance', 'de', 'référence', 'et', 'des', 'services', 'système', '[', 'secondes', ',', 'minutes', ']', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 50, 51), ('Term', 13, 13), ('Term', 45, 45)}","['services système', 'puissances', 'puissance']"
"['Mes', 'activités', 'de', 'recherche', 'se', 'sont', 'focalisées', 'sur', 'la', 'gestion', 'temps', 'réel', 'de', 'sources', 'décentralisées', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 13, 14)}",['sources décentralisées']
"['La', 'supervision', 'en', 'temps', 'réel', 'recouvre', 'les', 'dimensions', 'suivantes', ':', 'La', 'détermination', 'de', 'la', 'puissance', 'de', 'référence', 'en', 'temps', 'réel', 'de', 'chaque', 'unité', 'de', 'production', 'ou', 'de', 'stockage', '(', 'dont', ""l'"", 'ensemble', 'peut', 'constituer', 'une', 'centrale', 'multisources', ')', 'afin', 'de', ':', 'Tenir', 'les', 'engagements', 'en', 'terme', 'de', 'puissances', 'délivrées', ',', 'Apporter', 'des', 'services', 'système', 'au', 'réseau', '(', 'réglage', 'de', 'la', 'fréquence', 'et', 'de', 'la', 'tension', ',', 'fonctionnement', 'en', 'îloté', ',', 'gestion', 'des', 'congestions', 'des', 'lignes', 'du', 'réseau', ',', '...', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'IN-Term', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 57, 60), ('Term', 55, 55), ('Term', 62, 64), ('Term', 47, 48), ('Term', 52, 53), ('Term', 76, 76), ('Term', 14, 14), ('Term', 35, 36), ('Term', 68, 68)}","['réglage de la fréquence', 'réseau', 'de la tension', 'puissances délivrées', 'services système', 'réseau', 'puissance', 'centrale multisources', 'îloté']"
"[""L'"", 'implantation', 'en', 'temps', 'réel', 'de', 'ces', 'fonctions', 'nécessite', 'de', ':', 'Limiter', 'les', 'temps', 'de', 'calculs', 'des', 'algorithmes', 'de', 'supervision', ',', 'Limiter', 'le', 'nombre', 'de', 'grandeurs', 'à', 'mesurer', ',', 'Garantir', 'une', 'précision', 'suffisante', 'sur', 'les', 'actions', 'de', 'réglage', 'à', 'réaliser', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Un', 'outil', ',', ""l'"", 'optimisation', 'implicite', 'avec', 'la', 'logique', 'floue', ',', 'adapté', 'à', 'un', 'traitement', 'en', 'temps', 'réel', 'a', 'été', 'exploré', 'pour', 'atteindre', 'ces', 'objectifs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 9)}",['logique floue']
"['Ce', 'type', ""d'"", 'outil', 'est', 'bien', 'adapté', 'à', 'la', 'gestion', 'de', 'systèmes', '«', 'complexes', '»', 'dépendant', 'de', 'grandeurs', 'ou', ""d'"", 'états', 'difficilement', 'prévisibles', ',', 'donc', 'mal', 'connus', 'en', 'temps', 'réel', '(', 'vent', ',', 'ensoleillement', ',', 'fréquence', 'et', 'état', 'du', 'réseau', ',', '...', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 39, 39), ('Term', 31, 31), ('Term', 35, 35)}","['réseau', 'vent', 'fréquence']"
['10'],['O'],set(),[]
"['La', 'thèse', 'est', 'divisée', 'en', 'quatre', 'parties', ',', 'une', 'première', 'partie', 'est', 'consacrée', 'à', 'un', 'état', 'de', ""l'"", 'art', 'des', 'systèmes', 'électriques', ',', 'elle', 'traite', 'plus', 'particulièrement', 'de', ""l'"", 'insertion', 'de', 'la', 'production', 'décentralisée', 'dans', 'les', 'systèmes', 'électriques', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 32, 33), ('Term', 20, 21), ('Term', 36, 37)}","['production décentralisée', 'systèmes électriques', 'systèmes électriques']"
"[""L'"", 'objectif', 'de', 'cette', 'première', 'partie', 'est', 'de', 'mettre', 'en', 'avant', 'les', 'bouleversements', 'que', 'rencontre', 'le', 'secteur', 'de', ""l'"", 'énergie', 'électrique', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 19, 20)}",['énergie électrique']
"['En', 'effet', ',', 'les', 'récentes', 'évolutions', 'dues', 'à', 'la', 'libéralisation', 'du', 'marché', 'de', ""l'"", 'électricité', 'ont', 'transformé', 'le', 'système', 'électrique', 'conçu', 'et', 'dimensionné', 'dans', 'un', 'cadre', 'monopolistique', 'et', 'unidirectionnel', 'en', 'un', 'système', 'plus', 'complexe', 'entraînant', 'la', 'multiplication', 'des', 'acteurs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 14, 14), ('Term', 18, 19)}","['électricité', 'système électrique']"
"['Les', 'évolutions', 'technologiques', ',', 'notamment', 'celle', 'de', ""l'"", 'électronique', 'de', 'puissance', ',', 'et', 'la', 'libre', 'concurrence', 'dans', 'le', 'domaine', 'de', ""l'"", 'électricité', 'ont', 'favorisé', 'la', 'prolifération', 'des', 'sources', 'décentralisées', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 10, 10), ('Term', 2, 2), ('Term', 21, 21), ('Term', 27, 28), ('Term', 8, 8)}","['puissance', 'technologiques', 'électricité', 'sources décentralisées', 'électronique']"
"['Les', 'énergies', 'renouvelables', 'et', 'notamment', ""l'"", 'éolien', 'se', 'sont', 'particulièrement', 'développées', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 1, 2)}","['éolien', 'énergies renouvelables']"
"['Le', 'contexte', 'du', 'réchauffement', 'climatique', 'et', 'les', 'incitations', 'financières', 'importantes', 'des', 'différents', 'pays', 'ont', 'très', 'largement', 'participé', 'à', 'cet', 'essor', '.']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4)}",['réchauffement climatique']
"[""L'"", 'augmentation', 'massive', 'de', 'ce', 'type', 'de', 'source', 'et', 'plus', 'particulièrement', 'de', ""l'"", 'éolien', 'pose', 'des', 'problèmes', 'techniques', 'importants', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 17, 17), ('Term', 13, 13)}","['techniques', 'éolien']"
"['Des', 'incidents', ',', 'comme', 'a', 'pu', 'connaître', 'le', 'système', 'électrique', 'le', '4', 'novembre', '2006', ',', 'ont', 'montré', 'que', 'la', 'production', 'décentralisée', 'ne', 'pouvait', 'plus', 'être', 'considérée', 'comme', 'marginale', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 20), ('Term', 8, 9)}","['production décentralisée', 'système électrique']"
